timestamp,symbol_profile,trade_type,shares,price,avg_cost_basis,rsi,macd_line,macd_signal,vwap,sma20,sma50,trend_15m,atr,risk_per_share,pnl,pnl_pct,cash_balance,reason,stop_price_triggered,trailing_stop_triggered
20250328 14:00:00 US/Eastern,PSQ_conservative,BUY,10,40.5800,40.5800,38.61,-0.0070,-0.0011,40.2760,40.6180,0.0000,bullish,0.0190,0.2500,,,1295.17,"Buy Init: RSI(38.61)<=OS(40), 15mOK, >VWAP",40.330,
20250328 14:11:00 US/Eastern,TLT_conservative,BUY,5,90.1800,90.1800,39.33,-0.0075,-0.0045,90.0876,90.2115,0.0000,bullish,0.0241,0.2500,,,844.27,"Buy Init: RSI(39.33)<=OS(40), 15mOK, >VWAP",89.930,
20250328 14:14:00 US/Eastern,UGL_conservative,SELL,10,31.2800,31.3600,68.52,0.0004,-0.0055,31.2859,31.2470,0.0000,bullish,0.0059,0.2500,-0.800,-0.255,1157.07,RSIOverbought(68.52>=65),,
20250328 14:43:00 US/Eastern,PSQ_conservative,SELL,10,40.6300,40.5800,66.01,0.0106,0.0065,40.2980,40.6000,0.0000,bullish,0.0144,0.2500,0.500,0.123,1563.37,RSIOverbought(66.01>=65),,
20250328 14:46:00 US/Eastern,TLT_conservative,SELL,5,90.3100,90.1800,69.18,0.0114,0.0057,90.0940,90.2400,0.0000,bullish,0.0257,0.2500,0.650,0.144,2014.92,RSIOverbought(69.18>=65),,
20250328 14:57:00 US/Eastern,PSQ_conservative,BUY,10,40.5900,40.5900,37.23,0.0022,0.0082,40.3023,40.6250,0.0000,bullish,0.0157,0.2500,,,1609.02,"Buy Init: RSI(37.23)<=OS(40), 15mOK, >VWAP",40.340,
20250328 15:00:00 US/Eastern,TLT_conservative,BUY,5,90.2300,90.2300,38.27,0.0055,0.0138,90.1025,90.2835,0.0000,bullish,0.0264,0.2500,,,1157.87,"Buy Init: RSI(38.27)<=OS(40), 15mOK, >VWAP",89.980,
20250328 15:32:00 US/Eastern,HOOD_conservative,BUY,10,41.5900,41.5900,38.44,-0.0215,-0.0011,41.5890,41.7630,0.0000,bullish,0.0827,0.2500,,,741.97,"Buy Init: RSI(38.44)<=OS(40), 15mOK, >VWAP",41.340,
20250328 15:33:00 US/Eastern,PSQ_conservative,SELL,10,40.6600,40.5900,67.15,0.0131,0.0084,40.3143,40.6140,0.0000,bullish,0.0184,0.2500,0.700,0.172,1148.57,RSIOverbought(67.15>=65),,
20250328 15:55:00 US/Eastern,PSQ_conservative,BUY,10,40.5900,40.5900,38.35,-0.0028,0.0068,40.3568,40.6600,0.0000,bullish,0.0295,0.2500,,,742.67,"Buy Init: RSI(38.35)<=OS(40), 15mOK, >VWAP",40.340,
20250328 15:59:00 US/Eastern,TLT_conservative,SELL,5,90.1700,90.2300,44.87,-0.0164,-0.0094,90.1232,90.1940,0.0000,bullish,0.0289,0.2500,-0.300,-0.066,1193.52,EndOfDayExit,,
20250328 15:59:00 US/Eastern,HOOD_conservative,SELL,10,41.9100,41.5900,61.03,0.0746,0.0447,41.6035,41.7120,0.0000,bullish,0.1015,0.2500,3.200,0.769,1612.62,EndOfDayExit,,
20250328 15:59:00 US/Eastern,PSQ_conservative,SELL,10,40.6200,40.5900,46.55,-0.0097,-0.0024,40.3609,40.6490,0.0000,bullish,0.0296,0.2500,0.300,0.074,2018.82,EndOfDayExit,,
20250401 11:30:00 US/Eastern,CONL_conservative,BUY,10,14.0500,14.0500,37.76,-0.0137,0.0212,13.8347,14.2345,0.0000,bullish,0.0704,0.2500,,,1859.50,"Buy Init: RSI(37.76)<=OS(40), 15mOK, >VWAP",13.800,
20250401 11:45:00 US/Eastern,CONL_conservative,SELL,10,14.3000,14.0500,65.02,0.0107,-0.0166,13.8559,14.0965,0.0000,bullish,0.0732,0.2500,2.500,1.779,2002.50,RSIOverbought(65.02>=65),,
20250401 12:25:00 US/Eastern,HIMS_conservative,BUY,10,30.0500,30.0500,34.33,-0.0127,0.0090,29.6590,30.2455,0.0000,bullish,0.0857,0.2500,,,1702.00,"Buy Init: RSI(34.33)<=OS(40), 15mOK, >VWAP",29.800,
20250401 12:25:00 US/Eastern,CONL_conservative,BUY,10,14.2400,14.2400,37.70,-0.0104,0.0094,13.9152,14.3685,0.0000,bullish,0.0549,0.2500,,,1559.60,"Buy Init: RSI(37.70)<=OS(40), 15mOK, >VWAP",13.990,
20250401 12:26:00 US/Eastern,TQQQ_conservative,BUY,8,58.3700,58.3700,36.65,0.0019,0.0587,57.4002,58.7345,0.0000,bullish,0.1552,0.2500,,,1092.64,"Buy Init: RSI(36.65)<=OS(40), 15mOK, >VWAP",58.120,
20250401 12:27:00 US/Eastern,SCHD_conservative,BUY,10,27.8900,27.8900,36.33,-0.0019,0.0032,27.8326,27.9275,0.0000,bullish,0.0175,0.2500,,,813.74,"Buy Init: RSI(36.33)<=OS(40), 15mOK, >VWAP",27.640,
